sample_id,country_code,level0,level1_family,level2_genus,level3_species,location,source,species_key,year,longitude,latitude,Category
520998,JP,Deciduous Broadleaf,Cannabaceae,Celtis,Celtis sinensis,Japan,iNaturalist Research-grade Observations,4159594.0,2022,135.36608558662937,35.45920856890486,Common
1246243,DK,Deciduous Broadleaf,Salicaceae,Salix,Salix pentandra,Denmark,"Danish government nature monitoring portal ""Danmarks MiljÃ¸portals Naturdatabase",5372647.0,2018,11.9032804206053,55.65317072335258,Frequent
3803094,US,Deciduous Broadleaf,Fabaceae,Dalea,Dalea pinnata,United States of America,iNaturalist Research-grade Observations,5353205.0,2017,-81.26402208292004,29.664156380745546,Common
5408224,AU,Evergreen Broadleaf,Myrtaceae,Callistemon,Callistemon linearis,Australia,iNaturalist Research-grade Observations,3173349.0,2022,151.07877603719348,-33.71150404291623,Common
2267497,RU,Deciduous Broadleaf,Ericaceae,Vaccinium,Vaccinium vitis-idaea,Russian Federation,iNaturalist Research-grade Observations,2882835.0,2017,50.37250259631457,58.555167066238326,Frequent
1826137,IT,Deciduous Broadleaf,Rosaceae,Sorbus,Sorbus aucuparia,Italy,Pl@ntNet automatically identified occurrences,3012167.0,2022,12.36625104658037,46.08250403211853,Frequent
460469,TW,Evergreen Broadleaf,Lauraceae,Litsea,Litsea acutivena,Chinese Taipei,iNaturalist Research-grade Observations,4179081.0,2024,121.0301381272156,22.807847060068216,Rare
3023451,MX,Evergreen Broadleaf,Acanthaceae,Barleria,Barleria oenotheroides,Mexico,iNaturalist Research-grade Observations,3771627.0,2022,-104.82072611480292,20.154713146975293,Common
3043494,MX,Deciduous Broadleaf,Asteraceae,Trixis,Trixis inula,Mexico,iNaturalist Research-grade Observations,5398966.0,2019,-99.77556540990264,24.744461402186083,Common
6008668,CO,Evergreen Broadleaf,Lamiaceae,Aegiphila,Aegiphila truncata,Colombia,"Flora y epífitas presentes en el proyecto Minera de Cobre Quebradona, municipio de Jericó",3890264.0,2019,-75.6986314354174,5.7878864127664285,Common
960957,BE,Deciduous Broadleaf,Juglandaceae,Juglans,Juglans regia,Belgium,"Waarnemingen.be - Non-native plant occurrences in Flanders and the Brussels Capital Region, Belgium",3054368.0,2015,4.244649506482506,51.10557880950108,Frequent
874748,BE,Deciduous Broadleaf,Rosaceae,Amelanchier,Amelanchier lamarckii,Belgium,"Waarnemingen.be - Non-native plant occurrences in Flanders and the Brussels Capital Region, Belgium",3024109.0,2019,4.86598956547176,51.06319059488701,Frequent
2923174,CA,Deciduous Broadleaf,Rhamnaceae,Frangula,Frangula purshiana,Canada,iNaturalist Research-grade Observations,8286637.0,2024,-125.3001554595912,49.29428750249031,Frequent
4066204,US,Deciduous Broadleaf,Fagaceae,Quercus,Quercus falcata,United States of America,iNaturalist Research-grade Observations,2880967.0,2023,-94.51184186686773,32.78496973052598,Frequent
3603106,US,Deciduous Broadleaf,Convolvulaceae,Ipomoea,Ipomoea lindheimeri,United States of America,iNaturalist Research-grade Observations,2928548.0,2024,-98.04420794837594,29.973707175875763,Common
5644951,AU,Evergreen Broadleaf,Proteaceae,Triunia,Triunia youngiana,Australia,iNaturalist Research-grade Observations,3999101.0,2023,153.3619071221746,-28.174174518342927,Common
5759527,NZ,Deciduous Broadleaf,Lamiaceae,Vitex,Vitex lucens,New Zealand,iNaturalist Research-grade Observations,3904526.0,2024,174.659313964207,-36.9481157879536,Common
6238742,BR,Evergreen Broadleaf,Phyllanthaceae,Phyllanthus,Phyllanthus albus,Brazil,iNaturalist Research-grade Observations,8807.0,2024,-49.745249769328446,-27.205345632460737,Frequent
322672,TW,Deciduous Broadleaf,Hydrangeaceae,Hydrangea,Hydrangea aspera,Chinese Taipei,iNaturalist Research-grade Observations,3645663.0,2016,121.237999122822,24.22048581469881,Common
2577304,RU,Deciduous Broadleaf,Hypericaceae,Hypericum,Hypericum ascyron,Russian Federation,iNaturalist Research-grade Observations,3189479.0,2023,91.4346741981984,52.82743392668288,Common
3971058,US,Deciduous Broadleaf,Rhamnaceae,Frangula,Frangula purshiana,United States of America,iNaturalist Research-grade Observations,8286637.0,2019,-124.34691113189078,42.10752758004526,Frequent
3520142,US,Evergreen Broadleaf,Acanthaceae,Ruellia,Ruellia humilis,United States of America,iNaturalist Research-grade Observations,5415395.0,2024,-97.2857906639027,30.112773160429576,Frequent
3450139,US,Deciduous Broadleaf,Salicaceae,Salix,Salix laevigata,United States of America,iNaturalist Research-grade Observations,5372838.0,2018,-123.55859111575316,41.67285886845641,Common
899640,BE,Deciduous Broadleaf,Rosaceae,Mespilus,Mespilus germanica,Belgium,"Observations.be - Non-native species occurrences in Wallonia, Belgium",3031774.0,2024,4.887950638159982,50.33853316448941,Frequent
145880,MG,Evergreen Broadleaf,Fabaceae,Chadsia,Chadsia versicolor,Madagascar,iNaturalist Research-grade Observations,2939914.0,2020,47.58428913500961,-15.494051807711552,Rare
460364,TW,Evergreen Broadleaf,Fagaceae,Lithocarpus,Lithocarpus hancei,Chinese Taipei,iNaturalist Research-grade Observations,5332494.0,2023,121.17739102130356,22.87453737542356,Common
3328119,MX,Deciduous Broadleaf,Malvaceae,Corchorus,Corchorus siliquosus,Mexico,iNaturalist Research-grade Observations,3152091.0,2023,-88.85729595290248,19.91025630902328,Rare
873777,BE,Deciduous Broadleaf,Rosaceae,Amelanchier,Amelanchier lamarckii,Belgium,"Waarnemingen.be - Non-native plant occurrences in Flanders and the Brussels Capital Region, Belgium",3024109.0,2024,4.752041697152007,51.02249237957221,Frequent
95590,ZA,Deciduous Broadleaf,Fabaceae,Podalyria,Podalyria buxifolia,South Africa,iNaturalist Research-grade Observations,7827793.0,2021,22.95044019355531,-33.88339792942551,Common
3520493,US,Evergreen Broadleaf,Acanthaceae,Ruellia,Ruellia humilis,United States of America,iNaturalist Research-grade Observations,5415395.0,2021,-96.54906244695344,33.08004182453565,Frequent
4015723,US,Deciduous Broadleaf,Sapindaceae,Acer,Acer platanoides,United States of America,iNaturalist Research-grade Observations,3189846.0,2021,-122.39768645199376,47.20440939806445,Frequent
5852142,NZ,Evergreen Needleleaf,Pinaceae,Pinus,Pinus radiata,New Zealand,iNaturalist Research-grade Observations,5285727.0,2019,170.40173752377058,-45.92943201115583,Frequent
5805266,NZ,Evergreen Broadleaf,Rubiaceae,Coprosma,Coprosma acerosa,New Zealand,iNaturalist Research-grade Observations,2911375.0,2023,175.2168710417278,-40.45508728896244,Common
2921550,CA,Evergreen Broadleaf,Ericaceae,Kalmia,Kalmia microphylla,Canada,iNaturalist Research-grade Observations,2882998.0,2021,-125.65689246206894,49.01254812063043,Frequent
5644927,AU,Evergreen Broadleaf,Proteaceae,Triunia,Triunia youngiana,Australia,iNaturalist Research-grade Observations,3999101.0,2024,153.1373155794157,-28.23350731696008,Common
2850209,CA,Evergreen Broadleaf,Ericaceae,Kalmia,Kalmia microphylla,Canada,iNaturalist Research-grade Observations,2882998.0,2022,-128.70100481462907,53.15816545181695,Frequent
4868619,US,Evergreen Broadleaf,Rhamnaceae,Sarcomphalus,Sarcomphalus obtusifolius,United States of America,iNaturalist Research-grade Observations,8937468.0,2023,-103.3705595657065,29.279572292189,Common
4787313,US,Evergreen Broadleaf,Rhamnaceae,Ceanothus,Ceanothus verrucosus,United States of America,iNaturalist Research-grade Observations,3039298.0,2021,-117.2576539130804,32.92479822135994,Common
2569691,RU,Deciduous Broadleaf,Sapindaceae,Acer,Acer barbinerve,Russian Federation,iNaturalist Research-grade Observations,7263093.0,2021,132.01557948248492,43.20961670090968,Rare
5712915,NZ,Evergreen Broadleaf,Crambidae,Eudonia,Eudonia steropaea,New Zealand,iNaturalist Research-grade Observations,5126315.0,2022,174.11604384646148,-35.2580406839797,Rare
4365743,US,Deciduous Broadleaf,Sapindaceae,Acer,Acer negundo,United States of America,iNaturalist Research-grade Observations,3189866.0,2016,-77.50814802020889,38.82740838602942,Frequent
384301,TW,Evergreen Broadleaf,Lamiaceae,Premna,Premna microphylla,Chinese Taipei,iNaturalist Research-grade Observations,3896998.0,2024,121.52518306706814,25.18582768355721,Common
5304303,AU,Evergreen Broadleaf,Rutaceae,Geijera,Geijera salicifolia,Australia,iNaturalist Research-grade Observations,7956176.0,2022,144.5134721103651,-17.17109295930623,Common
190912,ZA,Evergreen Broadleaf,Arecaceae,Phoenix,Phoenix reclinata,South Africa,iNaturalist Research-grade Observations,5293164.0,2019,31.601452965324583,-29.1104385892318,Common
510361,NP,Deciduous Broadleaf,Cercopithecidae,Semnopithecus,Semnopithecus hector,Nepal,iNaturalist Research-grade Observations,4267221.0,2016,84.33493809191242,27.50518004639549,Rare
4986066,US,Evergreen Broadleaf,Rubiaceae,Psychotria,Psychotria nervosa,United States of America,iNaturalist Research-grade Observations,2920385.0,2024,-80.3693346702535,25.175843756298544,Frequent
4392768,US,Deciduous Broadleaf,Betulaceae,Betula,Betula populifolia,United States of America,iNaturalist Research-grade Observations,8184083.0,2019,-71.12878414820814,41.56307134141952,Frequent
6047486,CO,Deciduous Broadleaf,Cochlospermaceae,Cochlospermum,Cochlospermum vitifolium,Colombia,Aprovechamiento Forestal en el área de influencia del Proyecto Hidroeléctrico Ituango,2874865.0,2018,-75.8517034563801,6.749812610217881,Frequent
3124394,CA,Deciduous Broadleaf,Lauraceae,Sassafras,Sassafras albidum,Canada,iNaturalist Research-grade Observations,3034002.0,2018,-80.35926156097376,42.79982531409801,Common
3775565,US,Deciduous Broadleaf,Asteraceae,Smallanthus,Smallanthus uvedalia,United States of America,iNaturalist Research-grade Observations,3145280.0,2023,-82.3245077909558,29.55883241386316,Frequent
185709,ZA,Evergreen Broadleaf,Araliaceae,Cussonia,Cussonia paniculata,South Africa,iNaturalist Research-grade Observations,3035211.0,2023,29.23637698028427,-28.939463277539524,Common
3484025,US,Deciduous Broadleaf,Grossulariaceae,Ribes,Ribes cereum,United States of America,iNaturalist Research-grade Observations,2986127.0,2017,-120.0986408353529,38.70172862283805,Frequent
5923411,CO,Deciduous Broadleaf,Hernandiaceae,Gyrocarpus,Gyrocarpus americanus,Colombia,Individuos plantados en actividades de restauración ecológica en el área de influencia del Proyecto Hidroeléctrico Ituango,7326414.0,2019,-75.68879911759456,7.068375248577108,Frequent
4088191,US,Deciduous Broadleaf,Rhamnaceae,Frangula,Frangula caroliniana,United States of America,iNaturalist Research-grade Observations,3039468.0,2021,-94.3365323089515,30.58250378360168,Frequent
4093545,US,Deciduous Broadleaf,Rosaceae,Prunus,Prunus ilicifolia,United States of America,iNaturalist Research-grade Observations,3020610.0,2022,-118.5421068897276,34.12934856623043,Frequent
5895693,CO,Evergreen Broadleaf,Ericaceae,Cavendishia,Cavendishia pubescens,Colombia,iNaturalist Research-grade Observations,7980642.0,2019,-75.66886693588565,6.274878216116414,Rare
124592,ZA,Evergreen Broadleaf,Proteaceae,Protea,Protea repens,South Africa,iNaturalist Research-grade Observations,5636761.0,2021,18.41687215251688,-33.99759996650532,Common
5870602,BR,Evergreen Broadleaf,Monimiaceae,Kibara,Kibara macrophylla,Brazil,iNaturalist Research-grade Observations,2494.0,2022,-42.26452360993499,-22.50176990465864,Common
1065292,ES,Deciduous Broadleaf,Rosaceae,Sorbus,Sorbus aucuparia,Spain,Pl@ntNet automatically identified occurrences,3012167.0,2022,-5.019859765523018,42.96911508559207,Frequent
6047694,CO,Deciduous Broadleaf,Cochlospermaceae,Cochlospermum,Cochlospermum vitifolium,Colombia,Aprovechamiento Forestal en el área de influencia del Proyecto Hidroeléctrico Ituango,2874865.0,2018,-75.85288511815926,6.751560577830832,Frequent
2850496,CA,Evergreen Broadleaf,Ericaceae,Kalmia,Kalmia microphylla,Canada,iNaturalist Research-grade Observations,2882998.0,2016,-126.99732499334112,50.65700216172653,Frequent
6104899,CO,Deciduous Broadleaf,Anacardiaceae,Anacardium,Anacardium spec,Colombia,Monitoreos en áreas de compensación por pérdida de biodiversidad relacionadas al Gasoducto Loop San Mateo,5421367.0,2020,-75.13453285665123,9.93698184277464,Frequent
5286799,AU,Evergreen Broadleaf,Proteaceae,Adenanthos,Adenanthos obovatus,Australia,iNaturalist Research-grade Observations,3996576.0,2022,118.00124468655096,-34.99544422294227,Common
3520409,US,Evergreen Broadleaf,Acanthaceae,Ruellia,Ruellia humilis,United States of America,iNaturalist Research-grade Observations,5415395.0,2022,-96.63963570755104,30.30739508500827,Frequent
74996,ZA,Evergreen Broadleaf,Apocynaceae,Secamone,Secamone filiformis,South Africa,iNaturalist Research-grade Observations,3578985.0,2022,27.89479400094033,-32.939647027867906,Common
104003,ZA,Evergreen Broadleaf,Monimiaceae,Kibara,Kibara macrophylla,South Africa,iNaturalist Research-grade Observations,2494.0,2023,27.387294791845544,-32.5352422351288,Common
1237675,DK,Deciduous Broadleaf,Rosaceae,Prunus,Prunus avium,Denmark,"Danish government nature monitoring portal ""Danmarks MiljÃ¸portals Naturdatabase",3020791.0,2017,14.757408313682294,55.08845678864104,Frequent
167135,ZA,Evergreen Broadleaf,Arecaceae,Livistona,Livistona chinensis,South Africa,iNaturalist Research-grade Observations,2733469.0,2021,30.76582634611094,-29.815614207126888,Common
3037219,US,Deciduous Broadleaf,Asteraceae,Ambrosia,Ambrosia psilostachya,United States of America,iNaturalist Research-grade Observations,3110686.0,2021,-96.45005702626376,30.364088095801776,Frequent
5454827,AU,Evergreen Broadleaf,Proteaceae,Persoonia,Persoonia marginata,Australia,NSW BioNet Atlas,7287355.0,2015,149.9434264815714,-32.9089594944181,Rare
932924,BE,Deciduous Broadleaf,Rosaceae,Sorbus,Sorbus aucuparia,Belgium,Pl@ntNet automatically identified occurrences,3012167.0,2022,3.735549480109536,50.36905571120026,Frequent
351818,TW,Evergreen Broadleaf,Proteaceae,Helicia,Helicia cochinchinensis,Chinese Taipei,iNaturalist Research-grade Observations,7287475.0,2023,121.62379608686508,24.966769885205625,Common
5450880,AU,Evergreen Broadleaf,Proteaceae,Persoonia,Persoonia glaucescens,Australia,NSW BioNet Atlas,5637547.0,2020,150.32185255157316,-34.39836613278482,Frequent
69870,ZA,Deciduous Broadleaf,Amaranthaceae,Achyranthes,Achyranthes spec,South Africa,iNaturalist Research-grade Observations,3085166.0,2023,19.453519506320923,-34.56662585193554,Common
2772467,CA,Evergreen Needleleaf,Taxaceae,Taxus,Taxus canadensis,Canada,iNaturalist Research-grade Observations,5284570.0,2019,-57.657661501706,49.46570426518687,Frequent
43096,GH,Evergreen Broadleaf,Fabaceae,Dialium,Dialium polyanthum,Ghana,"Flora Occurrence in Atewa CREMA Landscape, Ghana",2971002.0,2021,-0.6581588563875582,6.065759754012964,Rare
1836084,IE,Evergreen Broadleaf,Fabaceae,Acacia,Acacia polyphylla,Ireland,iNaturalist Research-grade Observations,5386.0,2022,-7.32803762112137,53.68194483885787,Frequent
2168379,UA,Deciduous Broadleaf,Rosaceae,Pyrus,Pyrus elaeagrifolia,Ukraine,iNaturalist Research-grade Observations,5362828.0,2023,33.92027469513752,44.49211213219441,Common
1307039,FI,Deciduous Broadleaf,Grossulariaceae,Ribes,Ribes spicatum,Finland,Kastikka Floristic Archives (Kastikka Ark),2986129.0,2023,27.259033209144228,61.67414772548579,Frequent
2651872,CA,Deciduous Broadleaf,Asteraceae,Erigeron,Erigeron philadelphicus,Canada,iNaturalist Research-grade Observations,3119285.0,2020,-78.56337644810264,45.12604915165965,Frequent
356850,TW,Evergreen Broadleaf,Salicaceae,Scolopia,Scolopia oldhamii,Chinese Taipei,iNaturalist Research-grade Observations,3879065.0,2024,121.77675663030146,24.846012969577263,Common
3449655,US,Deciduous Broadleaf,Salicaceae,Salix,Salix barclayi,United States of America,iNaturalist Research-grade Observations,5372597.0,2023,-121.5137766865734,46.91137065413515,Common
6099540,CO,Deciduous Broadleaf,Polygonaceae,Triplaris,Triplaris cumingiana,Colombia,Aprovechamiento Forestal en el área de influencia del Proyecto Hidroeléctrico Ituango,4038399.0,2018,-75.83997602060953,6.696517434427097,Frequent
4869756,US,Evergreen Broadleaf,Sapotaceae,Sideroxylon,Sideroxylon celastrinum,United States of America,iNaturalist Research-grade Observations,2886882.0,2024,-97.32798713717146,27.668450031467408,Common
5507116,AU,Deciduous Broadleaf,Asteraceae,Baccharis,Baccharis halimifolia,Australia,NSW BioNet Atlas,3129663.0,2016,153.0264311135197,-30.895546054856734,Frequent
2984889,CA,Deciduous Broadleaf,Salicaceae,Salix,Salix barclayi,Canada,iNaturalist Research-grade Observations,5372597.0,2023,-125.3187365336809,49.743354651380734,Common
2091353,RU,Deciduous Broadleaf,Fabaceae,Caragana,Caragana arborescens,Russian Federation,iNaturalist Research-grade Observations,2943190.0,2022,36.084271977273744,51.57067196757758,Frequent
4787066,US,Evergreen Broadleaf,Rhamnaceae,Ceanothus,Ceanothus verrucosus,United States of America,iNaturalist Research-grade Observations,3039298.0,2023,-117.18148800798647,33.112267747848904,Common
4339269,US,Deciduous Broadleaf,Fagaceae,Quercus,Quercus falcata,United States of America,iNaturalist Research-grade Observations,2880967.0,2022,-77.38066232109088,38.44856316052866,Frequent
